schoolId,schoolname,country,city,tespage,tesnumber,agency
FLIS0115,Dubai British School,UAE,Dubai Jumeira,https://www.tes.com/jobs/employer/dubai-british-school-jumeira-1265177,1265177,"Taaleem Careers Portal, Teach Away, Gulf Talent"
FLIS0115,Dubai British School,UAE,Dubai Jumeirah Park,https://www.tes.com/jobs/employer/dubai-british-school-jumeirah-park-1081671,1081671,"Taaleem Careers Portal, Teach Away, Gulf Talent"
FLIS0115,Dubai British School,UAE,Dubai Mira,https://www.tes.com/jobs/employer/dubai-british-school-mira-1255316,1255316,"Taaleem Careers Portal, Teach Away, Gulf Talent"
FLIS0115,Dubai British School,UAE,Dubai Emirates Hills,https://www.tes.com/jobs/employer/dubai-british-school-emirates-hills-1057169,1057169,"Taaleem Careers Portal, Teach Away, Gulf Talent"
